#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group	groseq_dht.plus	groseq_dht.plus	groseq_dht.minus	groseq_dht.minus	groseq_dmso.plus	groseq_dmso.plus	groseq_dmso.minus	groseq_dmso.minus
chr15	39741788	39742138	chr15:39741788-39742138	.	.	39741788	39742138	0	1	350	39741785	non.ARBS.M.bed	0.9528	0	1.067	1.067	0	0	0.1716	0
chr12	14994972	14995322	chr12:14994972-14995322	.	.	14994972	14995322	0	1	350	14994971	non.ARBS.M.bed	0	0.8957	0	0	0	0.897	1.387	0.04291
chr1	217075904	217076254	chr1:217075904-217076254	.	.	217075904	217076254	0	1	350	217075902	non.ARBS.M.bed	0	0	1.686	1.516	0	0	0	0
chr9	26791390	26791740	chr9:26791390-26791740	.	.	26791390	26791740	0	1	350	26791388	non.ARBS.M.bed	0	0	0.6938	2.508	0	0	0	0
chr20	2433048	2433398	chr20:2433048-2433398	.	.	2433048	2433398	0	1	350	2433046	non.ARBS.M.bed	0	0	0.7365	2.466	0	0	0	0
chr1	112807038	112807388	chr1:112807038-112807388	.	.	112807038	112807388	0	1	350	112807037	non.ARBS.M.bed	0	0	2.017	1.185	0	0	0	0
chr1	164840840	164841190	chr1:164840840-164841190	.	.	164840840	164841190	0	1	350	164840839	non.ARBS.M.bed	0	0	1.548	1.654	0	0	0	0
chr10	59519378	59519728	chr10:59519378-59519728	.	.	59519378	59519728	0	1	350	59519373	non.ARBS.M.bed	0	0	2.135	1.067	0	0	0	0
chr20	54923286	54923636	chr20:54923286-54923636	.	.	54923286	54923636	0	1	350	54923281	non.ARBS.M.bed	0	0	2.37	0.8326	0	0	0	0
chr7	112597816	112598166	chr7:112597816-112598166	.	.	112597816	112598166	0	1	350	112597815	non.ARBS.M.bed	0	0	0.9713	2.231	0	0	0	0
chr7	107452282	107452632	chr7:107452282-107452632	.	.	107452282	107452632	0	1	350	107452281	non.ARBS.M.bed	0	0	2.135	1.067	0	0	0	0
chr1	240046728	240047078	chr1:240046728-240047078	.	.	240046728	240047078	0	1	350	240046726	non.ARBS.M.bed	0	0	1.099	2.103	0	0	0	0
chr10	123348929	123349279	chr10:123348929-123349279	.	.	123348929	123349279	0	1	350	123348928	non.ARBS.M.bed	0	0	1.644	1.558	0	0	0	0
chr14	88883829	88884179	chr14:88883829-88884179	.	.	88883829	88884179	0	1	350	88883821	non.ARBS.M.bed	0.5145	1.391	0	0	0.6727	0.5731	0	0
chr4	139251570	139251920	chr4:139251570-139251920	.	.	139251570	139251920	0	1	350	139251569	non.ARBS.M.bed	0.9528	0	1.014	1.121	0	0	0	0
chr12	115762756	115763106	chr12:115762756-115763106	.	.	115762756	115763106	0	1	350	115762755	non.ARBS.M.bed	0	0	2.871	0.2028	0	0	0	0
chr10	65441848	65442198	chr10:65441848-65442198	.	.	65441848	65442198	0	1	350	65441842	non.ARBS.M.bed	0	0	0.555	0	1.532	0.9593	0	0
chr1	62106158	62106508	chr1:62106158-62106508	.	.	62106158	62106508	0	1	350	62106152	non.ARBS.M.bed	0	0	0.982	0.6191	0	0	0.472	0.9583
chr8	62695205	62695555	chr8:62695205-62695555	.	.	62695205	62695555	0	1	350	62695199	non.ARBS.M.bed	0	0.5241	0	1.067	0	0	1.43	0
chr15	90316028	90316378	chr15:90316028-90316378	.	.	90316028	90316378	0	1	350	90316019	non.ARBS.M.bed	0	0	0.5657	1.334	0	0	0	1.116
chr5	136545170	136545520	chr5:136545170-136545520	.	.	136545170	136545520	0	1	350	136545169	non.ARBS.M.bed	0	0	1.921	1.067	0	0	0	0
chr2	106060579	106060929	chr2:106060579-106060929	.	.	106060579	106060929	0	1	350	106060578	non.ARBS.M.bed	0	0	0.6191	2.359	0	0	0	0
chr5	75791948	75792298	chr5:75791948-75792298	.	.	75791948	75792298	0	1	350	75791941	non.ARBS.M.bed	1.172	0.7337	0	1.067	0	0	0	0
chr2	171386606	171386956	chr2:171386606-171386956	.	.	171386606	171386956	0	1	350	171386605	non.ARBS.M.bed	0	0	0	0	0	0	1.602	1.344
chr12	6376058	6376408	chr12:6376058-6376408	.	.	6376058	6376408	0	1	350	6376052	non.ARBS.M.bed	0	0	2.946	0	0	0	0	0
chr2	558692	559042	chr2:558692-559042	.	.	558692	559042	0	1	350	558687	non.ARBS.M.bed	0	0	0.7152	0.8005	0	0	0.2431	1.187
chr8	136493834	136494184	chr8:136493834-136494184	.	.	136493834	136494184	0	1	350	136493833	non.ARBS.M.bed	0.6289	0	0.09607	0.9713	1.246	0	0	0
chr10	132943088	132943438	chr10:132943088-132943438	.	.	132943088	132943438	0	1	350	132943087	non.ARBS.M.bed	0	0	0	0.4056	0	0	0	2.517
chrX	69168128	69168478	chrX:69168128-69168478	.	.	69168128	69168478	0	1	350	69168122	non.ARBS.M.bed	1.639	0.9528	0	0	0.2741	0	0	0
chr3	108038108	108038458	chr3:108038108-108038458	.	.	108038108	108038458	0	1	350	108038107	non.ARBS.M.bed	0	0	0	0	0	0	1.43	1.43
chr6	29887926	29888276	chr6:29887926-29888276	.	.	29887926	29888276	0	1	350	29887924	non.ARBS.M.bed	0	0	0	0	0	0	0.7437	2.117
chr3	53518908	53519258	chr3:53518908-53519258	.	.	53518908	53519258	0	1	350	53518903	non.ARBS.M.bed	0	0	0	0	0	0	1.902	0.9583
chr14	29418588	29418938	chr14:29418588-29418938	.	.	29418588	29418938	0	1	350	29418586	non.ARBS.M.bed	1.201	1.658	0	0	0	0	0	0
chr1	116676418	116676768	chr1:116676418-116676768	.	.	116676418	116676768	0	1	350	116676417	non.ARBS.M.bed	0	1.906	0.8753	0	0	0	0	0
chr9	114205598	114205948	chr9:114205598-114205948	.	.	114205598	114205948	0	1	350	114205597	non.ARBS.M.bed	0	0	0.02135	2.071	0	0	0	0.6865
chr2	105866242	105866592	chr2:105866242-105866592	.	.	105866242	105866592	0	1	350	105866241	non.ARBS.M.bed	0	0	0	0	0	0	0.9583	1.788
chr3	25303803	25304153	chr3:25303803-25304153	.	.	25303803	25304153	0	1	350	25303801	non.ARBS.M.bed	0	0	2.071	0	0.6229	0.03737	0	0
chr1	207183196	207183546	chr1:207183196-207183546	.	.	207183196	207183546	0	1	350	207183194	non.ARBS.M.bed	0	0	1.377	1.334	0	0	0	0
chr2	13700683	13701033	chr2:13700683-13701033	.	.	13700683	13701033	0	1	350	13700682	non.ARBS.M.bed	0	0	1.697	0.982	0	0	0	0
chr3	82092992	82093342	chr3:82092992-82093342	.	.	82092992	82093342	0	1	350	82092984	non.ARBS.M.bed	0	0	2.316	0.3522	0	0	0	0
chr4	97350744	97351094	chr4:97350744-97351094	.	.	97350744	97351094	0	1	350	97350735	non.ARBS.M.bed	0	0	1.195	0	0	0	0.2717	1.159
chr13	96212305	96212655	chr13:96212305-96212655	.	.	96212305	96212655	0	1	350	96212296	non.ARBS.M.bed	0.2859	0.1906	1.921	0.2135	0	0	0	0
chr4	83412628	83412978	chr4:83412628-83412978	.	.	83412628	83412978	0	1	350	83412620	non.ARBS.M.bed	0	1.01	0	0	0.6603	0.9344	0	0
chr2	144975260	144975610	chr2:144975260-144975610	.	.	144975260	144975610	0	1	350	144975259	non.ARBS.M.bed	0	0	0	1.067	0	0	1.287	0.143
chr15	33510210	33510560	chr15:33510210-33510560	.	.	33510210	33510560	0	1	350	33510207	non.ARBS.M.bed	0	0	0	1.067	0	0	0.5006	0.9297
chr5	38692701	38693051	chr5:38692701-38693051	.	.	38692701	38693051	0	1	350	38692698	non.ARBS.M.bed	0	0	0	1.067	0	0	0.3719	1.058
chr5	147290864	147291214	chr5:147290864-147291214	.	.	147290864	147291214	0	1	350	147290863	non.ARBS.M.bed	0	0	0	1.067	0	0	0	1.43
chr12	95001457	95001807	chr12:95001457-95001807	.	.	95001457	95001807	0	1	350	95001448	non.ARBS.M.bed	0	0	0	1.067	0	0	0	1.43
chr17	25574292	25574642	chr17:25574292-25574642	.	.	25574292	25574642	0	1	350	25574290	non.ARBS.M.bed	0	0	0.7152	0.3522	0	0	0.9583	0.472
chr8	58757533	58757883	chr8:58757533-58757883	.	.	58757533	58757883	0	1	350	58757528	non.ARBS.M.bed	0	0	0.6191	0.4483	0	0	0.1144	1.316
chr7	69208019	69208369	chr7:69208019-69208369	.	.	69208019	69208369	0	1	350	69208013	non.ARBS.M.bed	0	0	0	0	1.171	1.321	0	0
chr2	174074944	174075294	chr2:174074944-174075294	.	.	174074944	174075294	0	1	350	174074943	non.ARBS.M.bed	0	0	0	0	1.483	1.009	0	0
chr4	156326168	156326518	chr4:156326168-156326518	.	.	156326168	156326518	0	1	350	156326167	non.ARBS.M.bed	0	0.1715	0.9927	0.07472	1.159	0.08721	0	0
chr1	178193278	178193628	chr1:178193278-178193628	.	.	178193278	178193628	0	1	350	178193277	non.ARBS.M.bed	0.505	0.4478	0	0	1.52	0	0	0
chr4	166306555	166306905	chr4:166306555-166306905	.	.	166306555	166306905	0	1	350	166306554	non.ARBS.M.bed	0	0.5241	0	0	0	1.931	0	0
chr8	81620464	81620814	chr8:81620464-81620814	.	.	81620464	81620814	0	1	350	81620456	non.ARBS.M.bed	0	0	0.95	1.484	0	0	0	0
chr3	117310620	117310970	chr3:117310620-117310970	.	.	117310620	117310970	0	1	350	117310619	non.ARBS.M.bed	0	0	0.8539	0	0	0	1.573	0
chr17	813967	814317	chr17:813967-814317	.	.	813967	814317	0	1	350	813959	non.ARBS.M.bed	0.8766	0.07623	0	0.7258	0	0	0.6007	0.1144
chr7	26062109	26062459	chr7:26062109-26062459	.	.	26062109	26062459	0	1	350	26062107	non.ARBS.M.bed	0	0.2573	0	2.135	0	0	0	0
chr8	102290126	102290476	chr8:102290126-102290476	.	.	102290126	102290476	0	1	350	102290125	non.ARBS.M.bed	0	0	1.324	1.067	0	0	0	0
chr3	117182060	117182410	chr3:117182060-117182410	.	.	117182060	117182410	0	1	350	117182059	non.ARBS.M.bed	0.3335	0.6193	0	0	0	0	0	1.43
chr10	98141312	98141662	chr10:98141312-98141662	.	.	98141312	98141662	0	1	350	98141303	non.ARBS.M.bed	0	0	0.9393	0	0	0	1.43	0
chr10	73771148	73771498	chr10:73771148-73771498	.	.	73771148	73771498	0	1	350	73771141	non.ARBS.M.bed	1.906	0.4574	0	0	0	0	0	0
chrX	121221057	121221407	chrX:121221057-121221407	.	.	121221057	121221407	0	1	350	121221056	non.ARBS.M.bed	0	0.4764	0.8753	0.1921	0	0	0	0.8152
chr3	156623984	156624334	chr3:156623984-156624334	.	.	156623984	156624334	0	1	350	156623983	non.ARBS.M.bed	0	0	2.135	0	0.1993	0	0	0
chr4	68995492	68995842	chr4:68995492-68995842	.	.	68995492	68995842	0	1	350	68995486	non.ARBS.M.bed	0	0	0	1.067	0	1.246	0	0
chr11	128323450	128323800	chr11:128323450-128323800	.	.	128323450	128323800	0	1	350	128323449	non.ARBS.M.bed	0	0	1.067	0	0.9344	0.3115	0	0
chr1	223355518	223355868	chr1:223355518-223355868	.	.	223355518	223355868	0	1	350	223355516	non.ARBS.M.bed	0	0	0	1.067	0	1.246	0	0
chr4	143834064	143834414	chr4:143834064-143834414	.	.	143834064	143834414	0	1	350	143834063	non.ARBS.M.bed	0	0	0	0	0	0.7973	1.273	0.1573
chr18	74974717	74975067	chr18:74974717-74975067	.	.	74974717	74975067	0	1	350	74974710	non.ARBS.M.bed	0	1.591	0	0	0	0.6229	0	0
chr2	165706530	165706880	chr2:165706530-165706880	.	.	165706530	165706880	0	1	350	165706529	non.ARBS.M.bed	0.04764	0.9052	0	0	0.6852	0.5606	0	0
chr5	38167482	38167832	chr5:38167482-38167832	.	.	38167482	38167832	0	1	350	38167479	non.ARBS.M.bed	0	0.7813	0	1.409	0	0	0	0
chr18	28779212	28779562	chr18:28779212-28779562	.	.	28779212	28779562	0	1	350	28779210	non.ARBS.M.bed	0.3526	0.6003	0.4056	0.7899	0	0	0	0
chr5	38115441	38115791	chr5:38115441-38115791	.	.	38115441	38115791	0	1	350	38115438	non.ARBS.M.bed	0	0	0	2.135	0	0	0	0
chr12	126389680	126390030	chr12:126389680-126390030	.	.	126389680	126390030	0	1	350	126389679	non.ARBS.M.bed	0	0	1.174	0.9607	0	0	0	0
chr10	61345985	61346335	chr10:61345985-61346335	.	.	61345985	61346335	0	1	350	61345979	non.ARBS.M.bed	0	0	2.135	0	0	0	0	0
chr8	25848035	25848385	chr8:25848035-25848385	.	.	25848035	25848385	0	1	350	25848033	non.ARBS.M.bed	0	0	0.2135	1.921	0	0	0	0
chr13	45495825	45496175	chr13:45495825-45496175	.	.	45495825	45496175	0	1	350	45495821	non.ARBS.M.bed	0	0	0.5337	1.601	0	0	0	0
chr12	104263861	104264211	chr12:104263861-104264211	.	.	104263861	104264211	0	1	350	104263860	non.ARBS.M.bed	0	0	0.3843	1.751	0	0	0	0
chr6	126039075	126039425	chr6:126039075-126039425	.	.	126039075	126039425	0	1	350	126039074	non.ARBS.M.bed	0	0	0.5337	1.601	0	0	0	0
chr20	8199936	8200286	chr20:8199936-8200286	.	.	8199936	8200286	0	1	350	8199928	non.ARBS.M.bed	0	0	0.7685	1.366	0	0	0	0
chr8	80819000	80819350	chr8:80819000-80819350	.	.	80819000	80819350	0	1	350	80818992	non.ARBS.M.bed	0	0	1.067	1.067	0	0	0	0
chr10	80489466	80489816	chr10:80489466-80489816	.	.	80489466	80489816	0	1	350	80489458	non.ARBS.M.bed	0	0	0.4376	1.697	0	0	0	0
chr4	74705264	74705614	chr4:74705264-74705614	.	.	74705264	74705614	0	1	350	74705257	non.ARBS.M.bed	0	0	0.4163	1.719	0	0	0	0
chr7	25445225	25445575	chr7:25445225-25445575	.	.	25445225	25445575	0	1	350	25445223	non.ARBS.M.bed	0	0	1.067	1.067	0	0	0	0
chr2	145784548	145784898	chr2:145784548-145784898	.	.	145784548	145784898	0	1	350	145784547	non.ARBS.M.bed	0	0	1.067	1.067	0	0	0	0
chr3	193581604	193581954	chr3:193581604-193581954	.	.	193581604	193581954	0	1	350	193581603	non.ARBS.M.bed	0	0	1.067	1.067	0	0	0	0
chr4	92761424	92761774	chr4:92761424-92761774	.	.	92761424	92761774	0	1	350	92761415	non.ARBS.M.bed	0	0	1.057	1.078	0	0	0	0
chr8	80812654	80813004	chr8:80812654-80813004	.	.	80812654	80813004	0	1	350	80812646	non.ARBS.M.bed	0	0	0	0.5764	0	0	0	1.545
chr3	41889082	41889432	chr3:41889082-41889432	.	.	41889082	41889432	0	1	350	41889078	non.ARBS.M.bed	0	0	0	0.6831	0	0	1.43	0
chr4	10498015	10498365	chr4:10498015-10498365	.	.	10498015	10498365	0	1	350	10498014	non.ARBS.M.bed	0.667	0	1.441	0	0	0	0	0
chr15	62862166	62862516	chr15:62862166-62862516	.	.	62862166	62862516	0	1	350	62862160	non.ARBS.M.bed	0	0	0	0	0.5108	1.557	0	0
chr1	216701987	216702337	chr1:216701987-216702337	.	.	216701987	216702337	0	1	350	216701985	non.ARBS.M.bed	0	0.9528	0	0	0	1.084	0	0
chr5	148993420	148993770	chr5:148993420-148993770	.	.	148993420	148993770	0	1	350	148993419	non.ARBS.M.bed	0	0	0	0.5337	1.246	0.2492	0	0
chr11	36489306	36489656	chr11:36489306-36489656	.	.	36489306	36489656	0	1	350	36489303	non.ARBS.M.bed	0	0.9528	0	1.067	0	0	0	0
chr2	197132524	197132874	chr2:197132524-197132874	.	.	197132524	197132874	0	1	350	197132523	non.ARBS.M.bed	0	0.9528	0	1.067	0	0	0	0
chr8	98459662	98460012	chr8:98459662-98460012	.	.	98459662	98460012	0	1	350	98459653	non.ARBS.M.bed	0	0.9528	1.067	0	0	0	0	0
chr11	83099798	83100148	chr11:83099798-83100148	.	.	83099798	83100148	0	1	350	83099790	non.ARBS.M.bed	0	0.9338	0.7792	0.2882	0	0	0	0
chr4	146952020	146952370	chr4:146952020-146952370	.	.	146952020	146952370	0	1	350	146952019	non.ARBS.M.bed	0	0	0	0.7472	0	1.246	0	0
chr15	65277184	65277534	chr15:65277184-65277534	.	.	65277184	65277534	0	1	350	65277178	non.ARBS.M.bed	0	0	0.09607	1.868	0	0	0	0
chr17	12277584	12277934	chr17:12277584-12277934	.	.	12277584	12277934	0	1	350	12277583	non.ARBS.M.bed	0	0	1.238	0	0	0	0.7151	0
chr1	42415902	42416252	chr1:42415902-42416252	.	.	42415902	42416252	0	1	350	42415898	non.ARBS.M.bed	0	0	0.5123	0	0	0	0.3862	1.044
chr6	56386060	56386410	chr6:56386060-56386410	.	.	56386060	56386410	0	1	350	56386055	non.ARBS.M.bed	0	0	0	0	0.4983	0	1.216	0.2145
chr6	75463440	75463790	chr6:75463440-75463790	.	.	75463440	75463790	0	1	350	75463433	non.ARBS.M.bed	0	0	0.8539	1.067	0	0	0	0
chr1	156480400	156480750	chr1:156480400-156480750	.	.	156480400	156480750	0	1	350	156480399	non.ARBS.M.bed	0.4764	0	0	0	0	0	0	1.43
chr15	35617533	35617883	chr15:35617533-35617883	.	.	35617533	35617883	0	1	350	35617530	non.ARBS.M.bed	0	0	0	0	0	0	1.43	0.472
chr18	29993224	29993574	chr18:29993224-29993574	.	.	29993224	29993574	0	1	350	29993222	non.ARBS.M.bed	0	0	1.644	0.2562	0	0	0	0
chr5	130243705	130244055	chr5:130243705-130244055	.	.	130243705	130244055	0	1	350	130243704	non.ARBS.M.bed	1.858	0	0	0	0	0	0	0
chr13	90984013	90984363	chr13:90984013-90984363	.	.	90984013	90984363	0	1	350	90984004	non.ARBS.M.bed	0	0	1.857	0	0	0	0	0
chr2	162617560	162617910	chr2:162617560-162617910	.	.	162617560	162617910	0	1	350	162617559	non.ARBS.M.bed	0	0	0.427	0	0	0	0	1.43
chr7	69326072	69326422	chr7:69326072-69326422	.	.	69326072	69326422	0	1	350	69326066	non.ARBS.M.bed	0.9528	0	0	0	0	0.897	0	0
chr13	111490127	111490477	chr13:111490127-111490477	.	.	111490127	111490477	0	1	350	111490126	non.ARBS.M.bed	0	0	1.334	0.5123	0	0	0	0
chr4	12862946	12863296	chr4:12862946-12863296	.	.	12862946	12863296	0	1	350	12862945	non.ARBS.M.bed	0	0	0.2242	0.8432	0	0	0.7723	0
chr8	10345396	10345746	chr8:10345396-10345746	.	.	10345396	10345746	0	1	350	10345395	non.ARBS.M.bed	0	1.829	0	0	0	0	0	0
chr6	17159376	17159726	chr6:17159376-17159726	.	.	17159376	17159726	0	1	350	17159375	non.ARBS.M.bed	0	0.7242	0	0	0	0	0	1.087
chr8	19745136	19745486	chr8:19745136-19745486	.	.	19745136	19745486	0	1	350	19745135	non.ARBS.M.bed	0	0	1.067	0	0	0	0	0.7151
chr7	107491286	107491636	chr7:107491286-107491636	.	.	107491286	107491636	0	1	350	107491285	non.ARBS.M.bed	0	0	1.751	0	0	0	0	0
chr11	15515327	15515677	chr11:15515327-15515677	.	.	15515327	15515677	0	1	350	15515326	non.ARBS.M.bed	0	0.9528	0.7792	0	0	0	0	0
chr7	3541078	3541428	chr7:3541078-3541428	.	.	3541078	3541428	0	1	350	3541075	non.ARBS.M.bed	0.2096	1.486	0	0	0	0	0	0
chr20	14561164	14561514	chr20:14561164-14561514	.	.	14561164	14561514	0	1	350	14561163	non.ARBS.M.bed	0	0	0	0	1.694	0	0	0
chr12	13036150	13036500	chr12:13036150-13036500	.	.	13036150	13036500	0	1	350	13036149	non.ARBS.M.bed	0	0	0	1.067	0	0.6229	0	0
chr8	101895808	101896158	chr8:101895808-101896158	.	.	101895808	101896158	0	1	350	101895807	non.ARBS.M.bed	0	0	0	1.686	0	0	0	0
chr21	45608283	45608633	chr21:45608283-45608633	.	.	45608283	45608633	0	1	350	45608279	non.ARBS.M.bed	0.07623	0.8766	0.7152	0	0	0	0	0
chr11	101896863	101897213	chr11:101896863-101897213	.	.	101896863	101897213	0	1	350	101896862	non.ARBS.M.bed	0	0.6003	0	1.067	0	0	0	0
chr10	113339247	113339597	chr10:113339247-113339597	.	.	113339247	113339597	0	1	350	113339246	non.ARBS.M.bed	0	0	0	1.067	0	0.5855	0	0
chr19	57442184	57442534	chr19:57442184-57442534	.	.	57442184	57442534	0	1	350	57442179	non.ARBS.M.bed	0	0	0.7045	0	0	0	0.944	0
chr6	64202268	64202618	chr6:64202268-64202618	.	.	64202268	64202618	0	1	350	64202262	non.ARBS.M.bed	0	1.639	0	0	0	0	0	0
chr9	93896793	93897143	chr9:93896793-93897143	.	.	93896793	93897143	0	1	350	93896784	non.ARBS.M.bed	0	0	1.067	0.459	0	0	0.1001	0
chr17	71071827	71072177	chr17:71071827-71072177	.	.	71071827	71072177	0	1	350	71071820	non.ARBS.M.bed	0	0	0	1.601	0	0	0	0
chr21	40125194	40125544	chr21:40125194-40125544	.	.	40125194	40125544	0	1	350	40125190	non.ARBS.M.bed	0.5336	0	0.2028	0.8646	0	0	0	0
chr5	58527136	58527486	chr5:58527136-58527486	.	.	58527136	58527486	0	1	350	58527131	non.ARBS.M.bed	0	0	0.1494	0	0	0	0	1.43
chr21	42805352	42805702	chr21:42805352-42805702	.	.	42805352	42805702	0	1	350	42805348	non.ARBS.M.bed	0.2573	0.7146	0	0	0.598	0	0	0
chr7	23374092	23374442	chr7:23374092-23374442	.	.	23374092	23374442	0	1	350	23374090	non.ARBS.M.bed	0	0	0	0	0	0	1.545	0
chr10	7273646	7273996	chr10:7273646-7273996	.	.	7273646	7273996	0	1	350	7273639	non.ARBS.M.bed	0	0.4383	1.067	0	0	0	0	0
chr2	171536057	171536407	chr2:171536057-171536407	.	.	171536057	171536407	0	1	350	171536056	non.ARBS.M.bed	0	0	0	0.07472	0	0	1.173	0.2574
chr6	151348218	151348568	chr6:151348218-151348568	.	.	151348218	151348568	0	1	350	151348217	non.ARBS.M.bed	0	0	0.8753	0	0	0.6229	0	0
chr6	9463409	9463759	chr6:9463409-9463759	.	.	9463409	9463759	0	1	350	9463400	non.ARBS.M.bed	0	0.08576	1.238	0.1708	0	0	0	0
chr7	51681464	51681814	chr7:51681464-51681814	.	.	51681464	51681814	0	1	350	51681459	non.ARBS.M.bed	0	0.4002	1.067	0	0	0	0	0
chr1	176665190	176665540	chr1:176665190-176665540	.	.	176665190	176665540	0	1	350	176665189	non.ARBS.M.bed	0	0.3811	0	1.067	0	0	0	0
chr11	20091814	20092164	chr11:20091814-20092164	.	.	20091814	20092164	0	1	350	20091812	non.ARBS.M.bed	0	0	0	0	0	0	1.273	0.1573
chr1	34152510	34152860	chr1:34152510-34152860	.	.	34152510	34152860	0	1	350	34152507	non.ARBS.M.bed	0	0	0	0	0	0	0.5006	0.9297
chr5	23727200	23727550	chr5:23727200-23727550	.	.	23727200	23727550	0	1	350	23727198	non.ARBS.M.bed	0	0	0	0	0	0	0.3576	1.073
chr6	23404108	23404458	chr6:23404108-23404458	.	.	23404108	23404458	0	1	350	23404106	non.ARBS.M.bed	0	0	0	0	0	0	0	1.43
chr9	84461998	84462348	chr9:84461998-84462348	.	.	84461998	84462348	0	1	350	84461990	non.ARBS.M.bed	0	0	0	0	0	0	1.43	0
chr5	73400219	73400569	chr5:73400219-73400569	.	.	73400219	73400569	0	1	350	73400212	non.ARBS.M.bed	0	0	0	0	0	0	0	1.43
chr4	31417128	31417478	chr4:31417128-31417478	.	.	31417128	31417478	0	1	350	31417125	non.ARBS.M.bed	0	0	0	0	0	0	0.758	0.6722
chr2	14694850	14695200	chr2:14694850-14695200	.	.	14694850	14695200	0	1	350	14694849	non.ARBS.M.bed	0	0	0	0	0	0	0	1.43
chr8	134836814	134837164	chr8:134836814-134837164	.	.	134836814	134837164	0	1	350	134836813	non.ARBS.M.bed	0	0	0	0	0	0	0	1.43
chr7	17029440	17029790	chr7:17029440-17029790	.	.	17029440	17029790	0	1	350	17029439	non.ARBS.M.bed	0	0	0	0	0	0	1.43	0
chr2	5573843	5574193	chr2:5573843-5574193	.	.	5573843	5574193	0	1	350	5573838	non.ARBS.M.bed	0	0	0	0	0	0	0.2574	1.173
chr1	235053738	235054088	chr1:235053738-235054088	.	.	235053738	235054088	0	1	350	235053736	non.ARBS.M.bed	0	0	0	0	0	0	0.1859	1.244
chr12	75004334	75004684	chr12:75004334-75004684	.	.	75004334	75004684	0	1	350	75004327	non.ARBS.M.bed	0	0	0	0	0	0	0.8438	0.5864
chr2	134075507	134075857	chr2:134075507-134075857	.	.	134075507	134075857	0	1	350	134075506	non.ARBS.M.bed	0	0	0	0	0	0	0	1.43
chr2	226726360	226726710	chr2:226726360-226726710	.	.	226726360	226726710	0	1	350	226726358	non.ARBS.M.bed	0	0	0	0	0	0	0	1.43
chr2	212243164	212243514	chr2:212243164-212243514	.	.	212243164	212243514	0	1	350	212243162	non.ARBS.M.bed	0	0	0	0	0	0	0.5578	0.8725
chr3	150872314	150872664	chr3:150872314-150872664	.	.	150872314	150872664	0	1	350	150872313	non.ARBS.M.bed	0.8194	0.6098	0	0	0	0	0	0
chr4	97483029	97483379	chr4:97483029-97483379	.	.	97483029	97483379	0	1	350	97483020	non.ARBS.M.bed	0	0	0.5764	0.491	0	0.3613	0	0
chr7	11682376	11682726	chr7:11682376-11682726	.	.	11682376	11682726	0	1	350	11682375	non.ARBS.M.bed	0	0	1.067	0	0	0.3239	0	0
chr7	151620424	151620774	chr7:151620424-151620774	.	.	151620424	151620774	0	1	350	151620423	non.ARBS.M.bed	0	0	1.067	0	0	0.299	0	0
chr4	38623287	38623637	chr4:38623287-38623637	.	.	38623287	38623637	0	1	350	38623284	non.ARBS.M.bed	0	1.182	0	0	0.162	0	0	0
chr5	40521329	40521679	chr5:40521329-40521679	.	.	40521329	40521679	0	1	350	40521325	non.ARBS.M.bed	0	0	0.0427	1.025	0.2616	0	0	0
chr3	171004208	171004558	chr3:171004208-171004558	.	.	171004208	171004558	0	1	350	171004207	non.ARBS.M.bed	0	0	0	0	0	0	1.316	0
chr5	58105772	58106122	chr5:58105772-58106122	.	.	58105772	58106122	0	1	350	58105767	non.ARBS.M.bed	0	0	0.5017	0.8005	0	0	0	0
chr15	94943644	94943994	chr15:94943644-94943994	.	.	94943644	94943994	0	1	350	94943635	non.ARBS.M.bed	0.5908	0	0	0	0.6977	0	0	0
chr13	34736013	34736363	chr13:34736013-34736363	.	.	34736013	34736363	0	1	350	34736010	non.ARBS.M.bed	0	1.077	0	0	0	0	0	0.1859
chr3	48923020	48923370	chr3:48923020-48923370	.	.	48923020	48923370	0	1	350	48923016	non.ARBS.M.bed	0	0	0	0.9607	0	0	0	0.2861
chr11	36704294	36704644	chr11:36704294-36704644	.	.	36704294	36704644	0	1	350	36704291	non.ARBS.M.bed	0	0	0	0	0.2367	1.009	0	0
chr13	34610087	34610437	chr13:34610087-34610437	.	.	34610087	34610437	0	1	350	34610084	non.ARBS.M.bed	0	0	0	0	1.246	0	0	0
chr6	137368035	137368385	chr6:137368035-137368385	.	.	137368035	137368385	0	1	350	137368034	non.ARBS.M.bed	0	0	0	0	0.7475	0.4983	0	0
chr6	48240446	48240796	chr6:48240446-48240796	.	.	48240446	48240796	0	1	350	48240442	non.ARBS.M.bed	0	0	0	0	0	1.246	0	0
chr7	87932666	87933016	chr7:87932666-87933016	.	.	87932666	87933016	0	1	350	87932658	non.ARBS.M.bed	0	0.1525	0	1.067	0	0	0	0
chr17	53684963	53685313	chr17:53684963-53685313	.	.	53684963	53685313	0	1	350	53684958	non.ARBS.M.bed	0	0	1.067	0.1388	0	0	0	0
chr6	80528790	80529140	chr6:80528790-80529140	.	.	80528790	80529140	0	1	350	80528782	non.ARBS.M.bed	0	0	1.174	0	0	0	0	0
chr7	28076451	28076801	chr7:28076451-28076801	.	.	28076451	28076801	0	1	350	28076449	non.ARBS.M.bed	0	0.009528	0	0.5337	0.6229	0	0	0
